Index,Object,Intent,Session,GraspType,GraspTypeIndex,Rank,Error,PoseIndex,HandConfiguration,Image
1264,scissors,use,15,Small Wrap,3,1,-0.025579000000000001,2584,"0,0.974342,-0.0933031,-0.204825,-0.0245236,-0.117535,-0.987013,-0.109499,0.0404969,-0.191948,0.130764,-0.972654,0.0113684,3.14159,2.21698,1.71402,2.39065",screenshots/scissors_15_use.png
1265,scissors,use,16,Small Wrap,3,1,-0.128302,2584,"0,0.946688,-0.186042,-0.263004,-0.0196516,-0.182077,-0.982487,0.0395957,0.0495979,-0.265764,0.0104019,-0.963982,0.0110241,3.03122,2.06016,2.51327,2.21707",screenshots/scissors_16_use.png
1266,scissors,use,17,Precision Sphere,5,11,-0.197238,453,"10,0.144965,0.0229209,0.98917,-0.0940668,-0.987508,-0.059045,0.14609,0.0147538,0.0617542,-0.997992,0.0140748,-0.0266784,0.587578,1.21313,1.4592,1.16236",screenshots/scissors_17_use.png
1267,scissors,use,18,Small Wrap,3,5,0.47892899999999999,3068,"4,0.97906,0.186682,0.0811851,0.00381587,0.196884,-0.969717,-0.144514,0.0417345,0.0517484,0.157472,-0.986166,0.0122093,3.14159,2.41717,2.13332,2.418",screenshots/scissors_18_use.png
1268,scissors,use,19,Small Wrap,3,1,-0.048024999999999998,2584,"0,0.877799,-0.112774,-0.465566,-0.0108596,-0.133233,-0.991022,-0.0111485,0.0485325,-0.460129,0.0718149,-0.884943,0.0162098,3.14049,2.28096,1.81664,2.11597",screenshots/scissors_19_use.png
1305,stapler,handoff,6,Power Sphere,4,1,-0.18110000000000001,1896,"0,0.110533,-0.99346,-0.0286611,0.0218902,0.962765,0.114187,-0.245039,-0.014796,0.246709,-0.000509396,0.969089,-0.00961453,1.42633,1.80061,0.449062,1.51339",screenshots/stapler_6_handoff.png
1306,stapler,handoff,7,Precision Sphere,5,1,0.12957199999999999,1529,"0,0.0245561,0.844967,-0.534253,0.033353,0.304103,-0.515402,-0.801174,0.0872975,-0.952322,-0.142795,-0.269614,0.0517316,0.0631759,1.0878,1.41085,1.15355",screenshots/stapler_7_handoff.png
1307,stapler,handoff,8,Precision,6,1,-0.055784,436,"0,-0.757206,0.556202,0.342462,-0.0517539,0.419629,0.0124478,0.90761,-0.0888203,0.500551,0.830954,-0.242824,0.0460012,0.0967957,1.40385,0,1.20519",screenshots/stapler_8_handoff.png
1308,stapler,handoff,9,Precision Sphere,5,1,0.035550999999999999,681,"0,-0.100594,-0.96534,0.240831,-0.0417815,-0.188277,0.256155,0.948122,-0.044995,-0.976951,0.0500322,-0.20752,0.0270361,0.0296315,1.86679,1.62017,1.27696",screenshots/stapler_9_handoff.png
1310,stapler,handoff,11,Power Sphere,4,1,-0.082675999999999999,2956,"0,0.137294,-0.837464,0.528966,-0.0421572,-0.989748,-0.0947717,0.106847,-0.00278302,-0.0393494,-0.538213,-0.84189,0.0529938,0.00352159,2.16435,2.46727,0.5551",screenshots/stapler_11_handoff.png
1311,stapler,handoff,12,Precision Sphere,5,2,-0.042012000000000001,314,"1,-0.104762,0.967169,-0.231538,0.0461168,0.675778,0.240041,0.696925,-0.0313877,0.729623,-0.0834568,-0.678738,0.0601707,0.00782112,2.09669,1.63303,0.263151",screenshots/stapler_12_handoff.png
1312,stapler,handoff,13,Power Sphere,4,1,-0.015243,988,"0,0.18584,0.933239,-0.307454,-0.0464487,0.300928,-0.351927,-0.886335,0.0316383,-0.935364,0.0721946,-0.34624,-0.0048064,1.14662,1.53636,1.53636,2.15362",screenshots/stapler_13_handoff.png
1313,stapler,handoff,14,Medium Wrap,2,1,0.12531800000000001,684,"0,-0.173654,-0.941969,0.287293,-0.0432676,0.116712,0.269984,0.955765,-0.0226386,-0.977866,0.199503,0.0630548,0.0386127,0.22104,1.89598,0.723463,0.515912",screenshots/stapler_14_handoff.png
1314,stapler,handoff,15,Medium Wrap,2,1,-0.044212000000000001,1241,"0,-0.442586,0.883406,-0.153985,0.0428962,0.71507,0.451304,0.533854,-0.0218385,0.541104,0.126166,-0.831437,0.0203334,0.12319,1.97056,1.76929,2.3734",screenshots/stapler_15_handoff.png
1315,stapler,handoff,16,Power Sphere,4,1,-0.021309000000000002,2956,"0,-0.00576897,-0.780545,0.625073,-0.0497257,-0.977777,0.135402,0.160055,-0.00304218,-0.209566,-0.610259,-0.76398,0.0458624,0,2.39771,2.23197,0.570845",screenshots/stapler_16_handoff.png
1316,stapler,handoff,17,Precision,6,1,-0.25787900000000002,560,"0,-0.921999,-0.183376,0.341015,-0.000491531,-0.225844,0.970093,-0.0889583,0.0158379,-0.314503,-0.159035,-0.935839,0.116458,0,1.05288,1.42699,1.31078",screenshots/stapler_17_handoff.png
1317,stapler,handoff,18,Precision,6,2,0.041224999999999998,706,"1,0.88292,-0.410519,0.227874,-0.0165361,-0.465297,-0.82999,0.307597,-0.0239057,0.0628581,-0.377613,-0.923827,0.122698,0.0779384,1.51786,1.52919,1.32603",screenshots/stapler_18_handoff.png
1318,stapler,handoff,19,Precision Sphere,5,1,0.073237999999999998,1960,"0,-0.326604,-0.930374,0.166538,0.0189519,-0.912569,0.35628,0.200706,-0.00949909,-0.246066,-0.0864258,-0.965392,0.0938724,0.871033,1.48984,2.00275,1.34089",screenshots/stapler_19_handoff.png
1355,stapler,use,6,Precision,6,1,0.022023999999999998,578,"0,0.924752,0.283421,-0.25398,-0.0134616,0.361654,-0.446675,0.818344,-0.0696529,0.118489,-0.848618,-0.515564,0.0819329,0.021824,1.08248,1.12297,1.45547",screenshots/stapler_6_use.png
1356,stapler,use,7,Precision Sphere,5,6,-0.029270999999999998,654,"5,0.0776006,-0.840811,0.535736,-0.0529461,-0.682445,0.346938,0.643353,-0.0795495,-0.726806,-0.415535,-0.546885,0.0807341,0.132422,1.21834,1.49009,0.917554",screenshots/stapler_7_use.png
1357,stapler,use,8,Power Sphere,4,1,0.000435,1437,"0,-0.15527,0.933042,-0.324536,0.00788272,0.966708,0.0758724,-0.244376,-0.0042558,-0.20339,-0.351676,-0.913759,0.0566123,1.36989,1.66984,0.674845,1.54751",screenshots/stapler_8_use.png
1358,stapler,use,9,Power Sphere,4,1,0.013427,1702,"0,0.00439236,-0.190008,0.981773,-0.0698166,0.437488,-0.882476,-0.172747,0.0427871,0.899214,0.430273,0.0792498,-0.00798062,0.101153,1.21476,1.33595,1.32675",screenshots/stapler_9_use.png
1359,stapler,use,10,Precision Sphere,5,1,-0.029451999999999999,682,"0,-0.112623,-0.992535,0.0468017,-0.0365676,-0.545195,0.101104,0.83219,-0.0508898,-0.83071,0.0682077,-0.552511,0.0452404,0.129293,1.87534,1.02432,1.17188",screenshots/stapler_10_use.png
1360,stapler,use,11,Precision,6,1,-0.0096950000000000005,2564,"0,0.93684,0.259273,0.234751,-0.0570105,-0.347752,0.618718,0.704455,-0.0354105,0.0374015,-0.741597,0.669803,-0.0636273,0.120013,1.56359,1.75833,1.01482",screenshots/stapler_11_use.png
1361,stapler,use,12,Power Sphere,4,1,-0.057688000000000003,2872,"0,-0.227921,0.896891,-0.378998,0.00138701,0.949062,0.117664,-0.292294,0.000324022,-0.217561,-0.426312,-0.878023,0.0578136,1.47212,1.76795,0.443341,1.55459",screenshots/stapler_12_use.png
1362,stapler,use,13,Invalid,7,16,-8.45641,683,,screenshots/stapler_13_use.png
1363,stapler,use,14,Precision Sphere,5,2,0.019368,1352,"1,0.343884,-0.916455,0.204584,-0.00141028,-0.261189,0.115919,0.958302,-0.070371,-0.901956,-0.38298,-0.199505,0.0247356,0.814247,1.28691,1.45444,1.48212",screenshots/stapler_14_use.png
1364,stapler,use,15,Precision Sphere,5,3,0.070720000000000005,654,"2,0.0203659,-0.84034,0.541676,-0.0354016,-0.607612,0.419851,0.67419,-0.0885817,-0.793973,-0.34286,-0.502051,0.0798512,0.0926504,1.00404,1.39754,1.00098",screenshots/stapler_15_use.png
1365,stapler,use,16,Precision Sphere,5,1,0.103186,1528,"0,0.142633,0.885986,-0.441231,0.0173534,0.078885,-0.454547,-0.887223,0.0938531,-0.986627,0.0917405,-0.134724,0.026486,0.0971662,1.15536,1.15494,1.25429",screenshots/stapler_16_use.png
1366,stapler,use,17,Precision Sphere,5,1,-0.188251,2316,"0,-0.343875,-0.920963,-0.183237,0.015213,-0.358787,0.309197,-0.880721,0.0559038,0.867768,-0.237115,-0.436755,0.0498219,0,2.30313,1.54247,1.09084",screenshots/stapler_17_use.png
1367,stapler,use,18,Precision Sphere,5,1,0.073788999999999993,685,"0,0.121116,-0.941222,0.315329,-0.030644,0.0581611,0.323851,0.944319,-0.0560687,-0.990933,-0.0960322,0.093966,0.0189709,0.159363,1.86222,1.76949,0.295407",screenshots/stapler_18_use.png
1368,stapler,use,19,Precision,6,1,0.053895999999999999,1828,"0,0.853368,-0.367878,0.369364,-0.0214323,0.334048,-0.15807,-0.929207,0.0843265,0.40022,0.91634,-0.0120026,0.00467539,0,1.16949,1.13393,1.35553",screenshots/stapler_19_use.png
1405,toothbrush,handoff,6,Precision Sphere,5,15,-0.173043,1384,"14,-0.475598,-0.854904,-0.207235,-0.00960423,-0.839612,0.511444,-0.182969,0.010774,0.26241,0.086977,-0.961029,0.0783306,1.80818,1.55688,1.55239,1.62571",screenshots/toothbrush_6_handoff.png
1406,toothbrush,handoff,7,Small Wrap,3,16,0.27296900000000002,3069,"15,0.186068,0.812407,-0.552605,0.0250805,0.177559,0.525364,0.832146,-0.0224555,0.96636,-0.252956,-0.0464971,-0.00943403,3.01219,2.36773,2.18698,1.30722",screenshots/toothbrush_7_handoff.png
1407,toothbrush,handoff,8,Precision,6,1,-0.18573899999999999,3046,"0,0.902525,-0.321702,-0.286278,0.0336966,0.0840264,-0.520447,0.849749,-0.0813571,-0.422358,-0.790976,-0.442685,0.0430211,0,1.2347,1.47236,1.40291",screenshots/toothbrush_8_handoff.png
1408,toothbrush,handoff,9,Small Wrap,3,1,-0.121336,1021,"0,0.0189936,0.971446,-0.2365,-0.0498318,0.128502,-0.236953,-0.962985,0.012735,-0.991527,-0.0121001,-0.129333,-0.00342127,3.14159,2.51327,2.30201,2.4487",screenshots/toothbrush_9_handoff.png
1409,toothbrush,handoff,10,Small Wrap,3,1,-0.112841,1951,"0,0.0585303,0.868609,0.492029,0.0469437,-0.267257,0.488517,-0.830617,0.0347252,-0.961846,-0.0828819,0.260735,0.0117795,0.0814892,2.18221,2.23213,2.39529",screenshots/toothbrush_10_handoff.png
1410,toothbrush,handoff,11,Small Wrap,3,1,-0.13650499999999999,1884,"0,0.0522198,0.998488,-0.0171688,0.0502051,0.390983,-0.00462214,0.920386,-0.00151637,0.918915,-0.0547749,-0.390633,-0.0109283,0.0295672,2.47194,2.3798,2.39604",screenshots/toothbrush_11_handoff.png
1411,toothbrush,handoff,12,Small Wrap,3,9,-0.083785999999999999,988,"8,0.0402928,0.993634,-0.105199,0.0420743,0.136258,0.0988372,0.98573,0.00371651,0.989853,-0.0540523,-0.131408,0.0231924,0.00546491,2.51327,2.13561,2.33134",screenshots/toothbrush_12_handoff.png
1412,toothbrush,handoff,13,Invalid,7,42,0.010486000000000001,1451,,screenshots/toothbrush_13_handoff.png
1413,toothbrush,handoff,14,Small Wrap,3,14,0.041831,780,"13,-0.132971,-0.963045,0.234231,-0.0219846,-0.876486,0.00393059,-0.481412,0.0279717,0.4627,-0.269314,-0.844617,0.029501,0.00164998,2.40925,2.51327,0.762827",screenshots/toothbrush_14_handoff.png
1414,toothbrush,handoff,15,Small Wrap,3,8,-0.024632000000000001,3064,,screenshots/toothbrush_15_handoff.png
1415,toothbrush,handoff,16,Small Wrap,3,1,-0.13872899999999999,1884,"0,-0.00855856,0.996456,-0.0836798,0.0462714,0.162827,0.0839547,0.983076,0.00425865,0.986618,-0.00521164,-0.162968,-0.0107142,0.0356091,2.42585,2.38086,2.39604",screenshots/toothbrush_16_handoff.png
1416,toothbrush,handoff,17,Small Wrap,3,2,-0.15606300000000001,2509,"1,-0.0773246,-0.927252,0.366366,0.032109,-0.74051,0.299464,0.601636,-0.0143729,-0.667582,-0.224776,-0.709796,0.043907,3.14159,2.1651,2.28487,2.51327",screenshots/toothbrush_17_handoff.png
1417,toothbrush,handoff,18,Precision Sphere,5,3,-0.027605999999999999,172,"2,-0.121923,-0.950792,0.28483,-0.00329468,-0.592298,-0.160576,-0.789555,0.0568095,0.79644,-0.26497,-0.543575,0.0222015,0,1.84454,2.03734,1.25194",screenshots/toothbrush_18_handoff.png
1418,toothbrush,handoff,19,Small Wrap,3,1,-0.25387399999999999,1177,"0,0.241721,0.970272,-0.0119104,0.0823576,-0.569569,0.151811,0.807801,-0.0160874,0.785595,-0.188479,0.589334,0.0314967,0,2.51327,2.21489,2.24942",screenshots/toothbrush_19_handoff.png
1455,toothbrush,use,6,Small Wrap,3,1,-0.135187,1881,"0,0.024509,0.894483,0.446429,0.0557613,-0.206505,-0.432402,0.877715,-0.0233052,0.978138,-0.113702,0.174118,-0.0109851,0.0843011,2.33243,2.12838,2.39562",screenshots/toothbrush_6_use.png
1456,toothbrush,use,7,Precision Sphere,5,49,0.068862999999999994,2561,"14,0.950661,0.295174,-0.0954768,-0.0108724,-0.30676,0.848484,-0.431246,0.0333941,-0.0462821,0.439257,0.897169,-0.0844361,0.699115,1.41557,1.47519,1.38204",screenshots/toothbrush_7_use.png
1457,toothbrush,use,8,Small Wrap,3,1,-0.17208599999999999,1928,"0,-0.114479,-0.986511,0.117008,0.0496911,-0.229258,-0.0883679,-0.969346,0.0111763,0.96661,-0.137795,-0.21605,-0.00594668,0.090393,2.48225,2.26816,2.37589",screenshots/toothbrush_8_use.png
1458,toothbrush,use,9,Small Wrap,3,1,-0.16569300000000001,1928,"0,-0.111932,-0.983806,0.139992,0.0424138,-0.33468,-0.0953244,-0.937499,0.0122793,0.935661,-0.151789,-0.31859,-0.00372628,0.0971041,2.51327,2.17008,2.37589",screenshots/toothbrush_9_use.png
1459,toothbrush,use,10,Small Wrap,3,2,-0.17624100000000001,1871,"1,-0.221751,-0.959116,0.175849,0.0454893,0.858725,-0.106645,0.501216,-0.0247379,-0.461971,0.262152,0.847265,-0.0185949,3.11767,2.15619,2.28474,2.51327",screenshots/toothbrush_10_use.png
1460,toothbrush,use,11,Small Wrap,3,1,-0.135433,1928,"0,-0.134561,-0.983367,0.121995,0.0400288,-0.291628,-0.0783617,-0.953317,0.0118507,0.94702,-0.163856,-0.276233,-0.00377171,0.0490982,2.51327,2.25573,2.37589",screenshots/toothbrush_11_use.png
1461,toothbrush,use,12,Small Wrap,3,1,-0.201101,1884,"0,-0.165138,0.985471,-0.0396949,0.0521898,0.0755433,0.0527677,0.995745,0.00474559,0.983373,0.161437,-0.0831598,-0.016149,0.00671002,2.43321,2.33795,2.39604",screenshots/toothbrush_12_use.png
1462,toothbrush,use,13,Small Wrap,3,3,-0.012153000000000001,1884,"2,0.0314218,0.998984,-0.0322954,0.0476639,-0.00447429,0.0324515,0.999463,0.0040955,0.999496,-0.0312606,0.00548945,-0.0131008,0.0294021,2.47237,2.29108,2.39604",screenshots/toothbrush_13_use.png
1463,toothbrush,use,14,Precision Sphere,5,2,-0.0094660000000000005,24,"1,0.399796,0.840877,0.364812,-0.0726277,-0.855732,0.199787,0.477292,-0.0276103,0.328459,-0.503001,0.79944,-0.0732934,1.17015,1.38303,2.20009,1.37148",screenshots/toothbrush_14_use.png
1464,toothbrush,use,15,Small Wrap,3,10,-0.048856999999999998,988,"9,0.0736101,0.987987,-0.135879,0.0464149,0.131146,0.125476,0.983391,0.00853016,0.988627,-0.0902072,-0.120334,0.0196128,0.00546491,2.51327,2.13561,2.46638",screenshots/toothbrush_15_use.png
1465,toothbrush,use,16,Small Wrap,3,1,-0.215561,1884,"0,-0.147929,0.984963,-0.0892387,0.0523679,0.112945,0.106466,0.987881,0.00322109,0.982527,0.136057,-0.126996,-0.0172355,0.0529965,2.44653,2.29514,2.39604",screenshots/toothbrush_16_use.png
1466,toothbrush,use,17,Small Wrap,3,3,-0.16880800000000001,1928,"2,-0.101049,-0.986423,0.129453,0.0495601,-0.277945,-0.0969474,-0.955692,0.0127592,0.955266,-0.132553,-0.264376,-0.00496719,0.122158,2.47921,2.20713,2.37589",screenshots/toothbrush_17_use.png
1467,toothbrush,use,18,Small Wrap,3,4,-0.068919999999999995,1884,"3,-0.150319,0.978324,-0.142427,0.0435258,-0.00630914,0.143112,0.989685,0.00477723,0.988617,0.149668,-0.0153401,-0.0155447,0.0549796,2.36183,2.07423,2.39604",screenshots/toothbrush_18_use.png
1468,toothbrush,use,19,Small Wrap,3,1,-0.13236400000000001,1886,"0,0.070985,0.97359,0.216986,0.0431464,0.156161,-0.2257,0.961599,-0.0225818,0.985177,-0.0343743,-0.168058,-0.00359715,0.0232486,2.39969,2.16539,2.39604",screenshots/toothbrush_19_use.png
1505,toothpaste,handoff,6,Precision Sphere,5,2,-0.032258000000000002,1958,"1,0.138911,-0.781531,0.608205,-0.0214427,0.98503,0.0457342,-0.166208,0.0192998,0.102081,0.622188,0.776184,-0.0809562,0.327926,1.43582,1.18469,1.07498",screenshots/toothpaste_6_handoff.png
1507,toothpaste,handoff,8,Precision,6,1,-0.038620000000000002,612,"0,0.837704,-0.343688,0.424417,-0.0721333,-0.361617,-0.931445,-0.0405214,0.0488262,0.409248,-0.119532,-0.90456,0.0884294,0.0587006,1.36152,0.980307,1.33016",screenshots/toothpaste_8_handoff.png
1508,toothpaste,handoff,9,Precision Sphere,5,1,0.044978999999999998,2326,"0,-0.029302,0.793286,-0.608143,0.0570935,-0.130904,0.600118,0.789127,-0.0987403,0.990962,0.102731,0.0862595,-0.0148885,0.0766506,0.953416,0.889087,1.00133",screenshots/toothpaste_9_handoff.png
1509,toothpaste,handoff,10,Precision Sphere,5,7,0.049068000000000001,489,"6,0.0578781,-0.717718,0.693923,-0.0790576,0.953163,-0.166969,-0.252195,0.0279774,0.296869,0.676018,0.674439,-0.0780298,0.0629147,1.23536,1.02482,1.16689",screenshots/toothpaste_10_handoff.png
1510,toothpaste,handoff,11,Small Wrap,3,1,0.038924,1024,"0,0.984438,-0.134999,-0.112508,-0.0848422,0.158544,0.958431,0.23722,-0.0133925,0.0758066,-0.251366,0.964919,-0.0138197,3.14159,2.09794,1.91446,2.29237",screenshots/toothpaste_11_handoff.png
1511,toothpaste,handoff,12,Small Wrap,3,1,-0.029026,1409,"0,0.99722,-0.061224,-0.0424511,-0.0656329,-0.0743812,-0.850548,-0.520609,0.0103657,-0.00423309,0.52232,-0.852738,0.0183649,3.14159,1.99071,0.96404,2.05026",screenshots/toothpaste_12_handoff.png
1512,toothpaste,handoff,13,Small Wrap,3,3,0.048922,1024,"2,0.961868,-0.23112,-0.146264,-0.0928331,0.216535,0.970168,-0.109025,-0.0165778,0.167099,0.0731964,0.983219,-0.0207835,3.14159,2.14847,1.57459,2.37614",screenshots/toothpaste_13_handoff.png
1514,toothpaste,handoff,15,Precision Sphere,5,4,0.067793000000000006,2088,"3,0.0985506,-0.757535,0.645312,-0.0743815,-0.993634,-0.0393456,0.105557,-0.00551097,-0.0545732,-0.651607,-0.756591,0.0812645,0.13163,1.20553,1.16411,1.24432",screenshots/toothpaste_15_handoff.png
1515,toothpaste,handoff,16,Precision Sphere,5,2,0.170848,2358,"1,0.16033,0.986248,-0.0401186,0.00706835,-0.67804,0.139581,0.72165,-0.058651,0.717326,-0.0885,0.691094,-0.0520077,0.171083,1.19942,1.87157,0.540313",screenshots/toothpaste_16_handoff.png
1516,toothpaste,handoff,17,Precision Sphere,5,1,-0.16064200000000001,1959,"0,0.0430267,-0.846505,0.530638,-0.0136251,0.942738,-0.141431,-0.302061,0.0332183,0.330745,0.51325,0.791948,-0.0884451,0.207146,1.51786,1.20474,1.01656",screenshots/toothpaste_17_handoff.png
1517,toothpaste,handoff,18,Precision,6,2,-0.019661000000000001,1964,"1,-0.940616,0.319545,-0.114604,0.0406004,-0.301914,-0.941783,-0.147961,0.0303766,-0.155213,-0.104574,0.982331,-0.0954072,0.0348045,1.16951,1.01934,1.36753",screenshots/toothpaste_18_handoff.png
1518,toothpaste,handoff,19,Small Wrap,3,4,0.06019,1409,"3,0.997599,0.0284749,-0.063118,-0.0615877,-0.00592362,-0.873095,-0.487512,0.0095349,-0.0689899,0.486716,-0.870831,0.0215207,3.14159,2.0375,1.18481,2.16853",screenshots/toothpaste_19_handoff.png
1555,toothpaste,use,6,Precision,6,1,0.078366000000000005,1425,"0,-0.990437,0.0433437,0.130977,-0.0697361,-0.0474783,0.784293,-0.618571,0.0265269,-0.129536,-0.618875,-0.774735,0.0827001,0.0262894,1.21016,1.02696,1.4993",screenshots/toothpaste_6_use.png
1556,toothpaste,use,7,Power Sphere,4,1,0.86169899999999999,2122,"0,-0.00256867,-0.972088,0.2346,-0.0402532,-0.163584,-0.231032,-0.959096,0.0199884,0.986526,-0.0408403,-0.158424,0.00229841,0,2.51327,2.51327,0",screenshots/toothpaste_7_use.png
1557,toothpaste,use,8,Precision Sphere,5,2,-0.030574,756,"1,-0.683636,0.047225,0.728293,-0.134762,0.31296,-0.882528,0.350997,-0.011604,0.659316,0.467881,0.588549,-0.0596857,0.0531174,1.58668,1.46548,1.09462",screenshots/toothpaste_8_use.png
1558,toothpaste,use,9,Precision Sphere,5,1,0.087986999999999996,2805,"0,-0.306279,0.881616,-0.35909,-0.0475287,0.36399,0.457013,0.811573,-0.0422154,0.879605,0.117863,-0.460873,0.0491392,0.993342,1.51955,1.52575,1.76404",screenshots/toothpaste_9_use.png
1559,toothpaste,use,10,Small Wrap,3,1,-0.12409000000000001,1408,"0,0.975305,-0.154584,-0.157746,-0.085996,-0.13031,-0.979422,0.154115,0.00847714,-0.178323,-0.129753,-0.975379,0.0162747,3.14159,2.21552,1.19506,1.95487",screenshots/toothpaste_10_use.png
1560,toothpaste,use,11,Power Sphere,4,1,0.089723999999999998,1733,"0,0.0894115,-0.951082,0.295715,0.00288546,0.581798,0.290857,0.759548,-0.0309786,-0.808404,0.104134,0.579344,0.00441428,0.898291,1.57467,1.30834,1.52099",screenshots/toothpaste_11_use.png
1561,toothpaste,use,12,Precision,6,1,-0.119988,1009,"0,-0.954097,-0.114442,-0.276772,-0.0106948,0.255701,0.169893,-0.951711,0.0845502,0.155937,-0.978795,-0.132831,0.0165025,0.0512716,1.25777,1.29746,1.37477",screenshots/toothpaste_12_use.png
1562,toothpaste,use,13,Precision,6,5,0.031855000000000001,2289,"4,-0.957281,-0.142128,-0.251818,-0.0244308,0.288489,-0.41022,-0.865155,0.0714956,0.0196625,-0.900844,0.433698,-0.0487826,0.0263603,1.45387,1.39544,1.22299",screenshots/toothpaste_13_use.png
1564,toothpaste,use,15,Small Wrap,3,1,0.13655300000000001,1024,"0,0.990286,0.0712347,-0.119407,-0.093663,-0.0469042,0.979599,0.195407,-0.00858535,0.130891,-0.187908,0.973426,-0.0147907,3.14159,2.16823,1.7504,2.36171",screenshots/toothpaste_15_use.png
1565,toothpaste,use,16,Power Sphere,4,1,0.093063000000000007,1940,"0,0.132404,0.990646,-0.0330104,-0.0446796,-0.0832277,0.0442974,0.995545,-0.0247013,0.987696,-0.129067,0.0883143,-0.0208822,1.5112,1.85119,0,1.53955",screenshots/toothpaste_16_use.png
1566,toothpaste,use,17,Precision Sphere,5,1,0.042952999999999998,2836,"0,-0.0300428,0.888966,-0.456986,0.0107034,-0.0351543,-0.45785,-0.888334,0.067264,-0.99893,-0.010623,0.0450061,-0.00321225,0.0366804,1.64959,1.8176,0.402904",screenshots/toothpaste_17_use.png
1567,toothpaste,use,18,Precision Sphere,5,1,0.16345899999999999,1714,"0,-0.464408,0.164445,-0.87022,0.101923,-0.11178,-0.985635,-0.126602,0.0282641,-0.878539,0.0384784,0.476118,-0.042382,0.0803253,1.06603,1.25789,1.38001",screenshots/toothpaste_18_use.png
1568,toothpaste,use,19,Power Sphere,4,5,0.065160999999999997,2120,"4,-0.088849,-0.97766,0.190493,-0.0186877,-0.282406,-0.158675,-0.94608,0.0223317,0.955171,-0.137855,-0.261999,0.00556577,0,2.50924,2.51327,0",screenshots/toothpaste_19_use.png
1605,utah_teapot,handoff,6,Large Wrap,1,3,-0.074406,3028,"2,-0.825403,-0.0990473,-0.555787,0.00884912,0.553614,0.0507691,-0.831225,0.078888,0.110548,-0.993786,0.0129291,0.0486404,0,0.823702,1.19744,1.12656",screenshots/utah_teapot_6_handoff.png
1606,utah_teapot,handoff,7,Precision Sphere,5,1,0.0088570000000000003,2685,"0,0.0464757,0.993837,-0.100637,-0.00784488,-0.949258,0.0753107,0.305345,0.00229443,0.311043,0.0813397,0.946908,-0.0491459,1.21362,0.730461,0.303837,0.887626",screenshots/utah_teapot_7_handoff.png
1607,utah_teapot,handoff,8,Power Sphere,4,1,0.013266,1848,"0,-0.132304,0.983625,-0.12238,0.0209133,0.98974,0.124377,-0.0703195,0.0593056,-0.053947,-0.130428,-0.989988,0.106194,0.135857,1.40189,0.516388,0.414503",screenshots/utah_teapot_8_handoff.png
1608,utah_teapot,handoff,9,Large Wrap,1,1,0.101094,244,"0,-0.98206,0.115061,0.149396,-0.0324449,0.169465,0.886002,0.431603,-0.0330924,-0.0827046,0.449177,-0.889606,0.106307,0.0706998,0.915675,0.614603,0.920094",screenshots/utah_teapot_9_handoff.png
1609,utah_teapot,handoff,10,Large Wrap,1,1,-0.087163000000000004,654,"0,-0.0897458,-0.906664,-0.412196,0.0111539,-0.0293538,-0.411278,0.911037,-0.0665199,-0.995532,0.0938613,0.0102964,0.0860018,0,0.716647,2.51327,0.795902",screenshots/utah_teapot_10_handoff.png
1610,utah_teapot,handoff,11,Precision Sphere,5,4,-0.194276,2772,"3,-0.489811,0.155088,0.857924,-0.127891,-0.232807,-0.971585,0.0427187,0.0304894,0.840171,-0.178806,0.511998,-0.0293833,1.3914,0.989431,0.910986,1.10907",screenshots/utah_teapot_11_handoff.png
1611,utah_teapot,handoff,12,Large Wrap,1,2,-0.218692,2580,"1,-0.373424,-0.38081,0.845895,-0.10485,-0.820505,-0.289853,-0.492703,0.0235663,0.432812,-0.878048,-0.204219,0.0730081,0,0.801179,1.23163,0.601529",screenshots/utah_teapot_12_handoff.png
1612,utah_teapot,handoff,13,Large Wrap,1,1,0.062301000000000002,846,"0,0.237602,-0.697569,0.675975,-0.0483128,0.765797,-0.293597,-0.57215,0.0588424,0.597578,0.653604,0.464437,0.0230784,1.49096,1.18771,0.824783,1.07483",screenshots/utah_teapot_13_handoff.png
1613,utah_teapot,handoff,14,Large Wrap,1,1,0.20188999999999999,1501,"0,-0.146807,0.461174,-0.87508,0.0963713,0.31404,-0.817167,-0.483338,0.0325083,-0.93799,-0.345769,-0.0248612,0.0930868,0.132992,0.812119,1.69657,1.04712",screenshots/utah_teapot_14_handoff.png
1614,utah_teapot,handoff,15,Power Sphere,4,2,-0.215111,468,"1,-0.0373519,-0.142842,0.98904,-0.116065,-0.973033,0.230639,-0.00343744,0.0266046,-0.22762,-0.962498,-0.147605,0.0800389,0,0.75104,2.51327,1.34846",screenshots/utah_teapot_15_handoff.png
1615,utah_teapot,handoff,16,Large Wrap,1,4,-0.19863500000000001,1982,"3,0.00737972,0.936848,0.349657,-0.0174711,0.994599,0.029325,-0.0995623,0.0067034,-0.103528,0.348503,-0.931571,0.141183,0,0.775987,1.04602,0.107788",screenshots/utah_teapot_16_handoff.png
1617,utah_teapot,handoff,18,Large Wrap,1,1,0.11139,181,"0,-0.938507,-0.000783207,-0.345258,0.0240022,0.0542208,0.987255,-0.149627,0.0126507,0.340975,-0.159146,-0.926503,0.10549,0.313642,0.881596,1.0756,0.780476",screenshots/utah_teapot_18_handoff.png
